1565880.0,1565880.0,1565880.0,1565880.0,1565880.0,1565880.0,1565880.0,1565880.0,1565880.0,1565880.0,1565880.0,1565880.0,1565880.0,1565880.0,1565880.0,1565880.0,1565880.0,1565880.0,1565880.0,1565880.0,1565880.0,1565880.0,1565880.0,1565880.0,1565880.0,1565880.0,1565880.0,1565880.0,1565880.0,1565880.0,1565880.0,1565880.0,1565880.0,1565880.0,1565880.0,1565880.0,1565880.0,1565880.0,1565880.0,1565880.0,1565880.0,1565880.0,1565880.0,1565880.0,1565880.0,1565880.0,1565880.0,1565880.0,1565880.0,1565880.0,1565880.0
1565850.0,1565850.0,1565850.0,1565850.0,1565850.0,1565850.0,1565850.0,1565850.0,1565850.0,1565850.0,1565850.0,1565850.0,1565850.0,1565850.0,1565850.0,1565850.0,1565850.0,1565850.0,1565850.0,1565850.0,1565850.0,1565850.0,1565850.0,1565850.0,1565850.0,1565850.0,1565850.0,1565850.0,1565850.0,1565850.0,1565850.0,1565850.0,1565850.0,1565850.0,1565850.0,1565850.0,1565850.0,1565850.0,1565850.0,1565850.0,1565850.0,1565850.0,1565850.0,1565850.0,1565850.0,1565850.0,1565850.0,1565850.0,1565850.0,1565850.0,1565850.0
1565820.0,1565820.0,1565820.0,1565820.0,1565820.0,1565820.0,1565820.0,1565820.0,1565820.0,1565820.0,1565820.0,1565820.0,1565820.0,1565820.0,1565820.0,1565820.0,1565820.0,1565820.0,1565820.0,1565820.0,1565820.0,1565820.0,1565820.0,1565820.0,1565820.0,1565820.0,1565820.0,1565820.0,1565820.0,1565820.0,1565820.0,1565820.0,1565820.0,1565820.0,1565820.0,1565820.0,1565820.0,1565820.0,1565820.0,1565820.0,1565820.0,1565820.0,1565820.0,1565820.0,1565820.0,1565820.0,1565820.0,1565820.0,1565820.0,1565820.0,1565820.0
1565790.0,1565790.0,1565790.0,1565790.0,1565790.0,1565790.0,1565790.0,1565790.0,1565790.0,1565790.0,1565790.0,1565790.0,1565790.0,1565790.0,1565790.0,1565790.0,1565790.0,1565790.0,1565790.0,1565790.0,1565790.0,1565790.0,1565790.0,1565790.0,1565790.0,1565790.0,1565790.0,1565790.0,1565790.0,1565790.0,1565790.0,1565790.0,1565790.0,1565790.0,1565790.0,1565790.0,1565790.0,1565790.0,1565790.0,1565790.0,1565790.0,1565790.0,1565790.0,1565790.0,1565790.0,1565790.0,1565790.0,1565790.0,1565790.0,1565790.0,1565790.0
1565760.0,1565760.0,1565760.0,1565760.0,1565760.0,1565760.0,1565760.0,1565760.0,1565760.0,1565760.0,1565760.0,1565760.0,1565760.0,1565760.0,1565760.0,1565760.0,1565760.0,1565760.0,1565760.0,1565760.0,1565760.0,1565760.0,1565760.0,1565760.0,1565760.0,1565760.0,1565760.0,1565760.0,1565760.0,1565760.0,1565760.0,1565760.0,1565760.0,1565760.0,1565760.0,1565760.0,1565760.0,1565760.0,1565760.0,1565760.0,1565760.0,1565760.0,1565760.0,1565760.0,1565760.0,1565760.0,1565760.0,1565760.0,1565760.0,1565760.0,1565760.0
1565730.0,1565730.0,1565730.0,1565730.0,1565730.0,1565730.0,1565730.0,1565730.0,1565730.0,1565730.0,1565730.0,1565730.0,1565730.0,1565730.0,1565730.0,1565730.0,1565730.0,1565730.0,1565730.0,1565730.0,1565730.0,1565730.0,1565730.0,1565730.0,1565730.0,1565730.0,1565730.0,1565730.0,1565730.0,1565730.0,1565730.0,1565730.0,1565730.0,1565730.0,1565730.0,1565730.0,1565730.0,1565730.0,1565730.0,1565730.0,1565730.0,1565730.0,1565730.0,1565730.0,1565730.0,1565730.0,1565730.0,1565730.0,1565730.0,1565730.0,1565730.0
1565700.0,1565700.0,1565700.0,1565700.0,1565700.0,1565700.0,1565700.0,1565700.0,1565700.0,1565700.0,1565700.0,1565700.0,1565700.0,1565700.0,1565700.0,1565700.0,1565700.0,1565700.0,1565700.0,1565700.0,1565700.0,1565700.0,1565700.0,1565700.0,1565700.0,1565700.0,1565700.0,1565700.0,1565700.0,1565700.0,1565700.0,1565700.0,1565700.0,1565700.0,1565700.0,1565700.0,1565700.0,1565700.0,1565700.0,1565700.0,1565700.0,1565700.0,1565700.0,1565700.0,1565700.0,1565700.0,1565700.0,1565700.0,1565700.0,1565700.0,1565700.0
1565670.0,1565670.0,1565670.0,1565670.0,1565670.0,1565670.0,1565670.0,1565670.0,1565670.0,1565670.0,1565670.0,1565670.0,1565670.0,1565670.0,1565670.0,1565670.0,1565670.0,1565670.0,1565670.0,1565670.0,1565670.0,1565670.0,1565670.0,1565670.0,1565670.0,1565670.0,1565670.0,1565670.0,1565670.0,1565670.0,1565670.0,1565670.0,1565670.0,1565670.0,1565670.0,1565670.0,1565670.0,1565670.0,1565670.0,1565670.0,1565670.0,1565670.0,1565670.0,1565670.0,1565670.0,1565670.0,1565670.0,1565670.0,1565670.0,1565670.0,1565670.0
1565640.0,1565640.0,1565640.0,1565640.0,1565640.0,1565640.0,1565640.0,1565640.0,1565640.0,1565640.0,1565640.0,1565640.0,1565640.0,1565640.0,1565640.0,1565640.0,1565640.0,1565640.0,1565640.0,1565640.0,1565640.0,1565640.0,1565640.0,1565640.0,1565640.0,1565640.0,1565640.0,1565640.0,1565640.0,1565640.0,1565640.0,1565640.0,1565640.0,1565640.0,1565640.0,1565640.0,1565640.0,1565640.0,1565640.0,1565640.0,1565640.0,1565640.0,1565640.0,1565640.0,1565640.0,1565640.0,1565640.0,1565640.0,1565640.0,1565640.0,1565640.0
1565610.0,1565610.0,1565610.0,1565610.0,1565610.0,1565610.0,1565610.0,1565610.0,1565610.0,1565610.0,1565610.0,1565610.0,1565610.0,1565610.0,1565610.0,1565610.0,1565610.0,1565610.0,1565610.0,1565610.0,1565610.0,1565610.0,1565610.0,1565610.0,1565610.0,1565610.0,1565610.0,1565610.0,1565610.0,1565610.0,1565610.0,1565610.0,1565610.0,1565610.0,1565610.0,1565610.0,1565610.0,1565610.0,1565610.0,1565610.0,1565610.0,1565610.0,1565610.0,1565610.0,1565610.0,1565610.0,1565610.0,1565610.0,1565610.0,1565610.0,1565610.0
