-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0,-1958565.0
-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0,-1958595.0
-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0,-1958625.0
-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0,-1958655.0
-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0,-1958685.0
-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0,-1958715.0
-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0,-1958745.0
-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0,-1958775.0
-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0,-1958805.0
-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0,-1958835.0
